name,ELO_x,prevdate,Best_Rating_to_Date,Avg_Elo_of_opponets,frFX,id
Jeremy Kimball,1325.64,7/22/2018 0:28,1455.43,1215.83,27,917a5cb9821df261
David Michaud,1325.57,8/17/2018 0:00,1339.77,1175.18,19,49f4b511932f71e9
Kamal Shalorus,1325.54,2/10/2017 2:09,1424.4,1333.07,16,ece280745f8727b8
Will Campuzano,1325.13,5/24/2014 2:38,1407.36,1204.79,20,901cddcbfa079097
Brandon Girtz,1324.3,4/13/2018 2:52,1420.97,1225.16,23,81f1810f72df8f25
John Castaneda,1323.58,4/13/2018 1:26,1485.74,1108.65,26,5fa2974cbd18e05c
Joey Gomez,1323.36,7/10/2018 1:12,1352.93,1142.17,10,0778f94eb5d588a5
Manny Vazquez,1323.35,3/10/2018 2:24,1323.35,1140.49,15,8d4d25fd9218860b
Walt Harris,1323.29,6/1/2018 2:24,1343.37,1219.84,19,03f982ca3735070c
Travis Galbraith,1322.75,5/29/2010 2:52,1355.95,1129.77,25,06dc1a58663579d2
Ryan Couture,1322.64,6/29/2018 2:38,1414.18,1182.59,24,46fd223e3ced39b3
Riki Fukuda,1322.62,7/15/2017 1:12,1483.62,1192,34,7c35f869033901ae
Matt Veach,1322.27,12/2/2016 2:52,1396.34,1145.11,23,5731cc327790b731
Donnie Liles,1322.13,8/28/2015 1:55,1373.77,1136.03,28,a1bf037613180253
Montel Jackson,1321.67,8/4/2018 1:26,1350.64,1113.78,10,cc1a8b4b38b92c6d
Abel Cullum,1321.5,10/10/2014 3:36,1386.07,1130.01,26,2f8f3c69522db931
Luciano Azevedo,1321.39,8/24/2014 2:24,1331.06,1170.63,27,9bcfb40dbcd50568
Mackenzie Dern,1321.29,5/12/2018 2:38,1321.29,1120.58,7,7447e9f28508106a
Merab Dvalishvili,1321.23,9/15/2018 0:00,1351.79,1236.67,12,c03520b5c88ed6b4
Dan Miller,1321.18,7/12/2015 0:43,1477.31,1283.86,23,d0c29452d3272603
Jay Cucciniello,1320.66,7/6/2018 2:24,1355.29,1141.74,13,683ea28a198936fe
Stefan Sekulic,1320.65,9/15/2018 0:00,1343.16,1149.74,15,348dff4e03bd18c6
Terry Etim,1320.49,11/22/2013 1:40,1459.22,1178.4,21,33011768c3c4dc9a
Austin Vanderford,1320.05,7/17/2018 0:28,1320.05,1068.11,8,32c3ee378671a5d9
Germaine de Randamie,1319.98,2/11/2017 2:24,1319.98,1201.15,10,1d239d571e342453
Roosevelt Roberts,1319.89,7/31/2018 1:12,1319.89,1111.04,10,37c5366d18ed6c05
Evan Tanner,1319.86,6/21/2008 2:24,1488.45,1137.27,40,8f2d9ee27f206f1f
Junior Albini,1319.66,5/12/2018 1:40,1393.57,1103.29,18,c482c8605455a213
Bobby Southworth,1319.32,7/31/2010 2:52,1319.32,1178.62,19,aee8eecfc4bfb1e7
Rob Wilkinson,1319.14,2/10/2018 1:26,1387.87,1143.22,13,826475cc758e60e6
Fabricio Camoes,1318.8,10/25/2014 0:14,1452.37,1212.29,24,7abe471b61725980
Oli Thompson,1318.49,5/12/2018 1:55,1374.71,1165.35,28,dcdd511ff757f15c
Jesse Forbes,1318.43,12/10/2010 1:40,1369.49,1146.69,22,947eccadb72f4f6f
Alvin Robinson,1318.39,11/6/2015 1:40,1337.57,1241.7,24,cbe79765d44bd172
Tyson Pedro,1318.39,6/23/2018 2:52,1345.12,1239.1,9,49e96ff8ab781589
Chris Cariaso,1318.05,10/3/2015 0:28,1449.93,1235.11,25,b2e3aca4cd363477
Gavin Tucker,1318.01,9/9/2017 0:57,1347.07,1082.2,11,da816417a579a0bd
Tom Watson,1317.77,8/8/2015 1:26,1461.87,1223.15,26,6809c31286b08d97
Manuel Rodriguez,1317.7,9/12/2015 2:09,1328.78,1181.99,17,5a6e4d2f0c76a242
Joby Sanchez,1317.34,2/18/2018 0:57,1373.73,1131.86,17,b12fc8a41e82d3a2
Emiliano Sordi,1316.89,10/12/2018 2:00,1360.35,1148.65,25,4c9b84d559822830
Rodrigo Damm,1316.71,1/3/2015 0:43,1443.73,1295.52,22,a20d7dfaba74c067
Cindy Dandois,1316.52,3/17/2018 4:48,1316.52,1105.87,15,9eef6584fab21fbb
Nick Catone,1316.41,2/1/2014 1:12,1316.41,1206.78,14,f8fe2053d73d7bcf
Rob McCullough,1315.57,9/24/2011 2:38,1423.65,1169.69,27,11e3fd7546359fc5
Jae Suk Lim,1315.54,9/29/2013 2:38,1331.44,1131.37,23,bbb15f301e4a490a
Dustin Hazelett,1315.12,12/11/2010 1:12,1449.97,1217.85,22,a149d6bc670cdb60
Antonio Duarte,1315.04,3/16/2018 2:24,1350.68,1089.68,28,29b5d32584e02d8d
Jin Soo Son,1314.94,9/15/2018 0:00,1349.24,1156.12,12,7c9c6a884be167fe
Kyle Noke,1314.77,11/26/2016 2:38,1478.2,1208.86,36,7339d340aa2889cb
Carlos Candelario,1314.5,8/1/2017 0:43,1314.5,1067.79,8,760a55d5b6098cbe
Devonte Smith,1314.28,8/7/2018 0:00,1314.28,1128.27,14,207773daeb4afa7b
Bart Palaszewski,1313.98,4/13/2013 0:43,1533.94,1192.61,55,4304992c2acc187b
Alexa Grasso,1313.34,5/19/2018 2:52,1371.05,1165.72,12,e8b731feff72294b
Justin Ledet,1312.88,7/22/2018 0:57,1366.29,1151.87,11,ba1e6cb3d43f7430
Yana Kunitskaya,1312.61,10/6/2018 0:00,1312.61,1152.55,16,3143bf892608139a
Shinsho Anzai,1312.23,6/23/2018 1:12,1345.72,1144.26,13,4665f9f909cd7214
Bevon Lewis,1312.01,7/10/2018 0:57,1312.01,1149.71,6,899923ff6ab13917
Donald Sanchez,1311.43,3/10/2018 0:28,1417.66,1141.69,49,bb140b121283acbb
Mark Godbeer,1311.24,3/17/2018 0:14,1364.57,1151.36,17,ad56b3f00ca38dfd
Sam Sicilia,1311.15,4/28/2018 3:07,1389.18,1219.2,29,b8aef0faf4ce9b31
George Sullivan,1310.86,8/25/2018 0:00,1513.32,1187.88,25,6c7e25571490aa3b
Nina Ansaroff,1310.64,7/28/2018 0:28,1310.64,1112.29,17,d343df8ba11f4c4e
Renzo Gracie,1310.62,7/27/2018 1:26,1315.57,1186.59,23,aae0897825336b1a
Carmelo Marrero,1310.59,10/25/2013 2:52,1327.72,1145.44,23,aa03a3ca00ac6827
Mac Danzig,1310.46,8/5/2017 2:09,1488.44,1189.36,44,86f582852a5b240a
Geane Herrera,1310.22,4/21/2018 0:28,1331.46,1182.45,13,c169545ab0825f44
Shane del Rosario,1309.81,12/15/2012 2:09,1422.65,1150.42,13,85980f5da429c0a6
Valmir Lazaro,1309.71,4/28/2018 1:55,1456.53,1181.87,24,777dea713da2441d
Matt Grice,1309.44,2/23/2013 1:12,1360.22,1157.79,20,bfc2fc38a0e20211
Matt Lucas,1309.05,6/16/2012 0:43,1348.15,1102.34,18,668222c99c5c311d
Marcelo Guimaraes,1308.99,3/5/2016 1:12,1367.14,1186.65,12,0c9c0a43d3f3f49d
Matt Sayles,1308.63,8/4/2018 0:57,1353.78,1137.41,12,5b8ba8f5512893b1
Alessandro Ricci,1308.44,2/19/2017 1:26,1385.79,1228.14,16,bf9bc96336922271
Yoshiyuki Yoshida,1308.28,12/17/2016 3:36,1481.11,1248.98,27,ab8900ae1f1dfd4c
Artem Lobov,1308.26,10/27/2018 0:00,1438.01,1237.44,38,02f2a9702ba3d167
Amir Sadollah,1308.19,9/20/2014 2:24,1417.21,1283.04,16,2650e2f846a30f64
Brendan Seguin,1307.82,11/30/2012 0:43,1412.35,1208.94,43,e4bb7e483c4ad318
Nick Denis,1307.65,5/5/2012 0:28,1374.42,1171.98,14,e4aaaa34535e32b6
Felice Herrig,1307.44,10/6/2018 0:00,1414.18,1166.66,24,b6850671a008bf9a
Maurice Mitchell,1307.27,7/31/2018 0:28,1342,1106.31,13,568bebed6366b667
Tom Gallicchio,1306.9,7/7/2017 0:57,1393.99,1168.99,34,cc81c92fe2254935
Allan Zuniga,1306.77,7/6/2018 0:57,1443.17,1104.52,16,523af801b3429015
Luiz Azeredo,1306.67,4/2/2011 0:28,1365.65,1240.61,25,063649e21bc9d6d5
John Cholish,1306.53,5/18/2013 1:40,1380.19,1209.61,11,03c9994c5b8958ec
Mario Sperry,1306.5,7/14/2007 2:09,1344.04,1137.74,17,5f2197acaba7d5ef
Damian Grabowski,1306.46,7/22/2017 1:26,1563.57,1216.37,25,3f11b5d4bd76a6d9
Sara McMann,1306.4,2/24/2018 1:40,1437.71,1239.69,18,7be74a12d7352df2
Chris Clements,1306.34,4/25/2015 0:43,1422.33,1191.48,20,e5ecaf884b6da2bc
Russell Doane,1306.28,2/24/2018 0:43,1428.62,1245.92,24,f50d95223751e6ca
Paul Redmond,1306.24,6/9/2018 0:57,1374.22,1179.16,24,3f56b99447f00607
David Terrell,1306.11,4/15/2006 0:43,1306.11,1200.79,8,4123fd4dcc1fe937
Akira Corassani,1306.03,1/24/2015 2:09,1449.04,1198.94,23,3f52ce18fb98008f
Kendall Grove,1305.92,1/26/2018 2:24,1459.71,1275.44,46,234f3767ff0e5701
Cyrille Diabate,1305.84,3/8/2014 1:12,1439.96,1196.53,30,43563a32c3f10e95
Julian Marquez,1305.61,7/6/2018 1:40,1361.42,1118.87,12,d0e1b42d41dab603
Curt Warburton,1305.54,12/15/2017 0:14,1408.8,1183.18,20,2721bb808bb2523c
Jason Butcher,1305.06,8/30/2018 0:00,1393.15,1213.66,21,30e39145fec48d25
Rich Clementi,1305.05,9/27/2013 2:09,1485.06,1186.93,70,7d21de9c6d7c98b2
Jason Black,1304.99,10/20/2007 0:14,1573.8,1141.77,31,b2f743746e8dcfa2
John Gunther,1304.83,7/6/2018 0:57,1321.94,1194.86,11,3956bdc8ab2e54b3
Elias Garcia,1304.68,7/14/2018 0:28,1352.72,1077.65,11,ac5a7400da3a9a41
James Lee,1304.2,8/4/2012 2:09,1377.69,1062.81,19,863d06a7ef8bc98c
Eric Shelton,1303.96,2/24/2018 0:28,1412.96,1170.43,22,a0c64f272b65d441
Joe Proctor,1303.66,4/22/2017 0:28,1408.85,1171.1,24,a36556bb1565e32d
Mauricio Alonso,1303.51,2/18/2017 1:40,1303.51,1137.99,21,c6bf75775b278ed8
Rob Broughton,1303.5,6/12/2015 0:14,1395.86,1157.79,24,a7d687e6ecb30981
Chase Waldon,1303.35,7/25/2017 0:43,1371.32,1146.48,14,aeb6c57b9bd8bc3a
Josh Neer,1302.91,1/29/2016 3:21,1548.49,1203.3,64,d1a1314976c50bef
Marc Diakiese,1302.79,7/22/2018 1:55,1483.33,1159.53,16,32c355b04fc57f3a
Brian Rogers,1302.78,3/24/2017 1:55,1408.57,1178.52,29,f304aff405c4a8fa
Hisaki Kato,1302.76,12/1/2017 2:38,1324.14,1203.04,11,ebf1c247b2cba375
Naoyuki Kotani,1302.7,7/16/2018 1:26,1519.31,1186.85,58,bc8f6b42767e28df
Tyler Diamond,1302.17,7/6/2018 0:43,1408.66,1133.35,13,f5f6419c5f00abad
Kyler Phillips,1302,2/12/2018 0:00,1351.15,1114.7,10,60425d07ef4b91a7
Roger Huerta,1301.92,9/21/2018 0:00,1578.05,1217.27,42,daf1b84aebd6602b
Luiz Cane,1301.68,4/28/2017 2:24,1395.65,1227.42,23,24b033b3daf1c9df
Phillipe Nover,1301.61,2/11/2017 0:28,1401.31,1223.38,23,64360e618823a8e4
Mats Nilsson,1301.56,1/3/2015 0:28,1398.94,1205.43,16,a9bcf8717dd12532
Craig White,1301.42,9/8/2018 0:00,1343.72,1133.39,26,3dd949593346dbc3
Paul Kelly,1301.42,3/2/2013 2:52,1348.55,1173.96,19,aac5ac38148f0528
Mickey Gall,1301.01,8/25/2018 0:00,1301.01,1143.41,8,9e50097a89442158
Murilo Bustamante,1300.45,3/31/2012 2:09,1387.5,1232.42,24,85d905f7c4f5a1af
Frank Shamrock,1300.31,4/11/2009 2:24,1435.33,1156.77,35,fcaae0385b514f11
Pat Audinwood,1300.1,2/24/2012 0:14,1300.1,1090.45,14,196ed28337adc630
Tom DeBlass,1300.09,11/15/2013 1:40,1300.09,1132.12,12,0bcfe2513cb3bc39
Jason Miller,1299.66,5/21/2016 3:21,1484.24,1193.06,36,b2f88c04c4dd43ce
Billy Evangelista,1299.51,6/20/2014 2:09,1442.87,1173.22,20,9766ed20b68c7c33
Alex White,1299.05,9/8/2018 0:00,1412.49,1220.27,18,c17041f1bb5768d8
Ivan Menjivar,1298.71,3/1/2014 1:12,1427.29,1193.96,37,5755960ebd0b16f6
Steve Garcia,1298.53,7/14/2017 1:55,1345.74,1138.57,12,97cf1a2c7c5e7889
Salim Touahri,1298.37,10/21/2017 0:43,1336.67,1112.37,12,cbf1c7ba5408a66f
Marcus LeVesseur,1298.32,12/8/2012 0:43,1357.09,1092.52,29,182f2b78582de3d8
Bradley Scott,1298.29,5/27/2018 0:43,1381.45,1213.68,19,34e552520a934063
Rafaello Oliveira,1298.23,2/22/2014 0:28,1409.82,1211.56,25,15b1b21cd743d652
Dan Lauzon,1298.05,8/14/2015 1:12,1416.31,1143.63,23,4c8d6fde2dde07c4
Hugh Pulley,1298.04,7/21/2018 1:12,1298.04,1136.72,10,308279bd246c211f
Jonathan Wiezorek,1297.99,11/10/2007 1:26,1353.75,1122.32,13,60884f31ead1609c
Chris Kelades,1297.45,6/1/2018 2:09,1371.83,1159.09,16,56c9acc4e86046a2
Mads Burnell,1296.91,5/27/2018 2:09,1330.09,1164.61,16,69f01b25dfabaf6b
Sarah Frota,1296.72,2/17/2018 0:43,1296.72,1047.85,8,1641ef250e9de19b
Ronny Markes,1296.72,10/12/2018 0:30,1511.57,1210.25,25,bd21a1e3d41c97ee
Mayra Bueno Silva,1296.5,9/22/2018 0:00,1296.5,1195.5,5,cc8c623cca88f54f
Mario Neto,1295.9,12/15/2011 2:24,1295.9,1118.31,18,1209b5134401ca53
Justin Salas,1295.64,3/5/2016 0:28,1426.82,1233.78,19,9b198c73e3d0d289
Yves Jabouin,1295.51,8/23/2015 1:12,1389.55,1154.49,31,b4eeac608fc82f88
Joe Cason,1295.49,3/7/2014 0:28,1295.49,1024.63,12,2b1c6f28039efe36
Irene Aldana,1295.48,9/8/2018 0:00,1295.48,1191.8,13,578ef12674df1e6a
Neil Seery,1295.45,7/16/2017 1:12,1357.59,1165.65,29,49a74b9fb2e45fdf
Alex Andrade,1295.31,7/12/2009 0:00,1295.31,1129.84,15,1562b12763cc8d67
Luis Pena,1294.8,7/6/2018 1:12,1294.8,1071.84,7,2844b047183a1adb
Daniel Puder,1294.57,8/15/2009 1:26,1294.57,1054.18,8,66e0a70352fef46a
Tae Hyun Bang,1294.56,9/3/2016 1:55,1359.44,1181.59,26,9a2d3567abc02e34
Charlie Brenneman,1294.28,11/8/2014 0:43,1481.47,1214.6,29,98f6da59d765ec94
Andrew Holbrook,1293.93,9/2/2017 0:14,1418.27,1143.43,16,66ab58d0b3783607
Ji Yeon Kim,1293.45,6/23/2018 0:14,1293.45,1114.96,11,a20f234df70f2182
Dante Rivera,1293.45,5/2/2014 1:40,1318.34,1128.12,26,288aaa8f82040e02
Tina Lahdemaki,1293.32,7/16/2014 0:14,1334.08,1053.48,12,e5ca2bc2451a5956
Teemu Packalen,1293.15,3/18/2017 0:43,1325.96,1126.22,12,8f4eeaf7a0df7c1a
Brock Jardine,1293.11,9/18/2015 3:07,1327.52,1199.48,18,64959f90b6dd9759
Alex Nicholson,1292.38,10/5/2018 4:15,1352.05,1208.33,22,2b6d855c6e280fb1
Felipe Silva,1291.8,5/19/2018 0:14,1366.35,1189.88,10,1b38a2b897f6209c
Anthony Perosh,1290.84,11/14/2015 1:26,1407.59,1239.67,25,4b4753d19489297f
Matt Frevola,1290.7,11/3/2018 0:00,1346.24,1150.82,10,dccb63727f2f5f74
Rafael Dias,1290.22,7/21/2018 2:52,1326.29,1113.54,21,b5abaa65f87938eb
Francisco Rivera,1290.18,7/30/2016 1:55,1452.17,1275.04,19,7ea4a9f07df33a45
Brian Melancon,1290.14,8/28/2013 2:24,1318.37,1221.98,10,eee7dafac7d672b5
Adam Milstead,1289.74,3/3/2018 0:14,1337.91,1134.67,12,72ffecf712673af1
Kyle Watson,1289.45,2/11/2012 3:21,1405.68,1150.04,27,d7b2c0b53883ee80
Mackens Semerzier,1289.44,11/17/2012 0:43,1309.06,1187.55,15,51b1e2fd9872005b
Hatsu Hioki,1289.26,10/8/2017 4:04,1628.14,1238.62,42,ef7fa30364cbe7f2
Ron Waterman,1289.16,11/29/2008 2:24,1358.78,1161.89,24,efaf544314bb5c2e
Jameel Massouh,1289,6/10/2011 1:40,1409.3,1132.95,35,883922e5cd6d8473
Francisco Trevino,1288.95,6/24/2016 2:24,1362.6,1137.75,15,97a6bbe6e6566a94
Gesias Cavalcante,1288.88,4/13/2018 2:09,1650.29,1304.39,40,2a74bbba57058f12
Raphael Butler,1288.58,1/29/2016 0:57,1360.83,1141.99,12,f941505e35fb1eae
Jake Hecht,1288.58,6/8/2012 0:14,1398.66,1146.37,16,e57fdbea1b828202
Valerie Letourneau,1288.49,6/29/2018 2:24,1288.49,1179.18,17,46a2f24feb258ae0
Antonio Braga Neto,1288.19,12/9/2017 0:14,1367.67,1178.4,13,fae67903c4fe636b
Masakazu Imanari,1288.15,4/20/2018 0:57,1478.66,1226.83,56,a4dd5c9a75763295
Jon Madsen,1287.81,3/20/2015 2:24,1362.06,1194.25,12,7691a80e6ca3e55b
George Sotiropoulos,1287.39,8/22/2014 2:38,1582.15,1253.05,24,896c322f56b8be5a
Hyun Gyu Lim,1287.14,9/22/2017 0:14,1442.8,1215.34,21,203c957eac95dd87
Kennedy Nzechukwu,1287.14,8/7/2018 0:00,1287.14,1061.78,7,8667caa0451d245b
Leo Kuntz,1286.84,7/15/2017 1:40,1397.07,1097.97,24,6905d45bd71b50a9
Cameron Dollar,1286.58,3/23/2013 1:12,1325,1145.05,19,3bbcd63a016d9715
Alonzo Martinez,1286.53,3/30/2018 1:40,1475.65,1155.47,69,feffee4fc6da3aa3
Priscila Cachoeira,1286.27,2/3/2018 2:24,1326.22,1084.19,10,b1e5bcaad32a3cac
Andrew Craig,1286.25,7/15/2015 0:14,1444.15,1253.64,14,8a70ceb3edbe757b
Andreas Stahl,1286.23,1/13/2018 0:43,1384.07,1180.84,16,69a400af4420cd6a
Greg Rebello,1286.12,6/26/2018 0:43,1363.45,1087.5,34,49d78120e0a4f607
Milton Vieira,1285.83,1/19/2013 1:40,1346.44,1168.14,23,7cf20446453f852b
Keith Wisniewski,1285.54,9/4/2013 0:28,1470.89,1158.39,49,cd12227edd3f134b
Marion Reneau,1285.3,7/14/2018 1:55,1336.2,1170.05,14,c7d297714d9ab1a4
Felipe Olivieri,1285.2,4/28/2018 1:26,1320.33,1110.18,20,948880beac71f028
Viviane Pereira,1285.11,6/23/2018 0:57,1411.73,1103.51,15,d50382dc0565a9e1
Marcel Fortuna,1284.85,11/11/2017 0:28,1402.1,1200.23,12,d761b3766e38c5db
Bernardo Magalhaes,1284.79,8/16/2014 2:09,1376.14,1158.93,17,7a613f78dd7ee8f8
Todd Brown,1284.65,4/13/2013 1:12,1427.12,1106.42,26,9b68bf67c5695185
Barb Honchak,1284.58,7/6/2018 1:55,1511.19,1136.91,26,472f6f6e6d962f40
Kyle Bochniak,1284.38,4/7/2018 1:26,1304.59,1130.35,15,c5af5750e8bae4f0
Tim Sylvia,1284.35,10/26/2013 2:24,1606.55,1223.69,45,2a542ee8a8b83559
Neil Wain,1284.34,5/24/2014 2:24,1327.84,1106.94,17,6b7bc7eaf2465387
Charles Rosa,1284.23,4/8/2017 1:26,1320.39,1101.11,17,40093d1d2d78394e
Tom Murphy,1283.82,2/27/2010 1:40,1283.82,1087.76,9,62918a2118de08b2
Jonathan Brookins,1283.69,2/24/2017 1:40,1529.24,1236.92,30,b0a6124751a56bc4
Marcus Davis,1283.67,2/8/2014 4:04,1479.18,1187.46,37,b7d524c77c27389b
Bruno Assis,1283.55,4/13/2018 1:12,1283.55,1106.47,11,ff222167cce02919
Karen Darabedyan,1282.98,10/7/2017 1:40,1394.54,1167.66,20,d2fa318f34d0aadc
Ibragim Magomedov,1282.67,6/6/2012 3:07,1460.3,1186.86,31,e7e970d508529bf3
Joshua Burkman,1282.67,2/18/2018 0:28,1604.99,1314.28,47,6da99156486ed6c2
Paulo Filho,1282.65,2/6/2014 3:07,1652.45,1274.43,32,2abdead94ce73552
Chad Griggs,1282.65,11/17/2012 1:26,1362.4,1137.66,14,fdf18227faa596dd
Caol Uno,1282.53,4/23/2017 1:55,1469.09,1221.11,57,eb1723480fa2f96c
Rob Kimmons,1282.39,6/29/2013 3:07,1455.92,1140.26,40,054defd5420a551f
Ryan Benoit,1282.25,11/18/2017 1:40,1282.25,1176.39,15,20999e27ddd94bda
Jonathan Goulet,1282.21,11/13/2010 2:24,1446.8,1177.34,36,fb1538b46877a695
Niklas Backstrom,1282,7/22/2017 1:55,1347,1198.83,15,39cc64bf0a269db9
Kris McCray,1281.97,10/3/2015 3:21,1407.53,1206.31,20,baed16f18348908e
Vitor Miranda,1281.85,7/22/2018 2:38,1402.55,1158.66,21,4bcb6eb12b4ad4aa
Mike Rhodes,1281.72,5/19/2018 2:38,1362.45,1214.88,20,b7ad576b8ae115e6
Tor Troeng,1281.71,10/4/2014 0:43,1490.4,1186.18,32,8abf70f79e9e27c2
Chad George,1281.58,1/20/2018 3:50,1284.94,1086.07,25,14e797332ea32cdb
Jon Tuck,1281.53,8/25/2018 0:00,1344.78,1263.19,16,53ec9cb470e1a4ea
Charlie Valencia,1281.24,4/30/2011 0:57,1368.7,1233.72,19,8a0be41c0380188d
Branden Lee Hinkle,1281.2,2/6/2016 1:40,1334.83,1155.82,29,06f0ffa6446c5b6d
Leonardo Morales,1281.05,6/9/2018 1:40,1288.1,1160.12,12,45230be0641f3f53
Augusto Mendes,1280.89,4/15/2017 1:12,1308.61,1186.25,9,3d5b1ce6097dbb49
Maiquel Falcao,1280.68,11/4/2017 2:38,1559.36,1178.85,51,d58478ded5534695
Spencer Fisher,1280.43,6/22/2012 2:38,1525.82,1230.66,34,f34312c2ccfa0e00
Bill Mahood,1280.3,5/29/2010 3:07,1350.97,1085.06,29,ae58685caf8e4a0d
Jared Papazian,1280.07,4/29/2017 1:40,1353.7,1157.63,34,edad57b3dddf2168
Daiki Hata,1280.03,9/16/2017 4:04,1490.99,1227.51,38,c76ceda100ac0fad
Gina Carano,1279.81,8/15/2009 2:09,1334.54,1159.45,8,899eaba48fa864a6
Stanislav Nedkov,1279.79,1/24/2015 1:12,1439.72,1153.32,15,1d4bbaabd8b60173
Justin Scoggins,1279.72,7/14/2018 1:12,1405.93,1188.29,18,9fa568ad2bf2cb0b
Terry Martin,1279.36,8/19/2017 0:00,1474.44,1214.2,34,6a92caba39b64752
Sean Spencer,1279.31,9/10/2016 0:14,1383.29,1245.63,18,ab850a77a0fa487d
Enrique Marin,1279.13,3/17/2018 3:36,1281.52,1118.18,16,23a6e307077c6ccc
Lee Murray,1279.05,9/11/2004 2:38,1313.53,1109.19,12,32016899d0a222a3
Jamie Varner,1278.9,12/13/2014 1:12,1528.02,1240.8,35,a54fc2d6fc224dc3
Johnny Bedford,1278.84,9/9/2017 1:55,1412.63,1151.02,43,ffc3e6daaa6da0b7
Devin Powell,1278.77,7/28/2018 0:14,1311.25,1097.49,16,065eb44700e641a4
Pablo Garza,1278.61,4/6/2013 2:09,1335.7,1170.69,17,8e5bfd4e82352340
Danny Martinez,1278.51,4/23/2017 1:40,1355.79,1137.21,30,8a9c6c4301f6d088
Matt Hobar,1278.41,12/6/2014 0:28,1311.62,1144.54,13,b57edace7b647f07
Tim Credeur,1278.11,6/4/2011 2:09,1374.07,1149.28,21,89b8d1bf1ff09d1d
Andy Murad,1277.94,6/29/2018 0:43,1332.99,1041.35,18,fd0b4e3eb18eafb7
Keith Jardine,1277.64,7/14/2012 1:40,1430.86,1287.24,31,b9d0fd83bb8a147a
Chris Camozzi,1277.16,3/31/2018 1:26,1532.57,1279.55,39,6c2030e0a143a94b
Javy Ayala,1276.82,5/12/2018 3:50,1327.14,1225.94,17,26387c19f32dda0f
Floyd Sword,1276.47,5/31/2008 3:36,1276.47,1075.85,15,5330fe7e4c3af81c
Aaron Riley,1276.04,7/27/2013 0:28,1351.23,1137.58,45,f2c8ebbeafd45f2b
Gabriel Carrasco,1276.01,12/4/2015 0:57,1276.01,1031.19,7,89ed44801968b8e3
George Roop,1275.83,5/14/2016 2:52,1401.19,1233.36,32,3c0437fbeda06962
Joey Gambino,1275.79,10/13/2012 0:57,1353.44,1153.64,11,10559c53de0b950e
Mike King,1275.54,7/19/2014 0:57,1368.69,1132.59,12,564c2f5f9eb45d67
John Gunderson,1275.53,6/7/2014 1:40,1433.71,1141.55,53,a0c139b34f11421a
Alexandre Barros,1275.31,5/19/2018 1:40,1397.08,1135.39,35,8fd1f27e86661ede
Yuri Villefort,1275.06,8/16/2018 0:00,1320.8,1189.28,18,0fb1e2694a39a02f
Josh Shockley,1274.74,2/22/2015 0:14,1368.07,1145.61,18,1d36f1ac66cf689d
Antonio Silva,1274.58,6/2/2017 1:55,1643.99,1389.28,32,8349d55cdecd393a
Benji Radach,1274.51,5/15/2015 2:09,1419.68,1159.85,29,01b39decaf0abf6a
Ryuichi Murata,1274.51,6/29/2008 1:55,1338.1,1146.16,12,e3a6c6d6d0ac0815
Daniel Roberts,1274.31,4/26/2015 1:12,1459.42,1239.39,22,22edaf53ad59a967
Bobby Hoffman,1274.29,8/12/2006 0:00,1465.23,1127.73,49,afaad7d6a581e307
Alex Serdyukov,1274.2,3/1/2009 1:12,1345.93,1229.05,13,253d3f9e97ca149a
Motonobu Tezuka,1273.85,9/9/2018 0:00,1415.83,1139.89,51,d34636a85f0f4c90
Dustin Kimura,1273.33,12/13/2014 0:28,1431.96,1125,17,fe91d254db77a7fc
Kwan Ho Kwak,1273.31,6/17/2017 0:43,1359.8,1136.13,11,c13042265355a290
Nick Barnes,1273,7/20/2018 2:52,1367.51,1144.78,17,78a5eea49638685d
Matt Secor,1272.74,5/4/2018 1:55,1313.33,1132.37,22,d1ce40aca99a9b70
Jason Reinhardt,1272.49,8/14/2011 0:14,1430.04,1045.61,24,02500fb9fd79a974
Felipe Arantes,1272.46,6/23/2018 1:55,1429.76,1173.53,31,71002dbc1743b9a7
Denis Kang,1272.23,12/31/2012 0:57,1587.39,1202.28,55,3c241737a6069b9f
Shane Nelson,1272.08,6/21/2014 3:07,1384.95,1157.8,25,2db7fa8db6bc9632
Adam Yandiev,1271.7,9/15/2018 0:00,1302.27,1052.43,10,0a95c474e61a6c44
Marloes Coenen,1271.57,3/3/2017 2:09,1403.33,1164.25,31,0b77a05bcbd2de74
Darrell Montague,1271.21,7/12/2015 0:14,1410.23,1164.75,18,bffeb123b21c9aad
Tony DeSouza,1270.66,12/13/2012 0:57,1342.09,1167.84,15,6ad9058b7c7898b0
Brandon Davis,1270.35,9/8/2018 0:00,1321.11,1119.06,22,cc351e408bbb7d43
Aisling Daly,1270.26,10/24/2015 1:12,1344.45,1154.71,24,e50cd77732d39967
Paul Taylor,1269.88,2/5/2011 0:43,1269.88,1187.07,19,9b74de674c355425
Art Santore,1269.88,3/12/2010 2:24,1350.26,1159.49,26,012fc7cd0779c09a
Randa Markos,1269.87,9/22/2018 0:00,1334.86,1197.48,24,4a57ebb14315b251
Lukasz Sajewski,1269.87,10/8/2016 0:43,1404.37,1121.53,16,fb41432b622992a9
Paul Bradley,1269.46,8/30/2018 0:00,1422.97,1215.45,36,c7011de4765d2497
Dave Menne,1269.27,3/31/2012 2:09,1507.46,1153.9,64,275cafc9de131c83
